Job_Number,Name_of_Work,Contractor,BR_Number,Gross,Nett,Deduction,Category
136-19-000045,Construction of compound wall and other developmental works to Ummar farooqui nagar in JJR Nagara Ward No.136,SOMASHEKAR GANGADARA,230,11199289.0,10753748.0,445541.0,
165-19-000007,Construction of compound wall and washing platform and other devemental works at Dhobi ghat in ward no 165 Ganesh Mandira,SATISH R,92,9899833.0,9265922.0,633911.0,
001-18-000064,Construction of compound wall at Farmer market in ward no.1 ,"Technical Manager (West) KRIDL, Bangaluru",66.0,973351.0,866478.0,106873.0,
085-18-000008,Construction of compound wall in Bengaluru-1 surrounding area in ward no.85,B N PRAKASH,9.0,1350844.0,1208104.0,142740.0,
068-18-000069,Construction of compound wall to C.A.site beside mahalakshmi layout club in ward No.68 ,KRIDL BHUSIRI  ACCOU,333.0,2499138.0,2154995.0,344143.0,
013-18-000042,Construction of concrete retaining wall at BHEL mini colony slum in Mallasandra ward no 13,"The Technical Manager,  KRIDL,",27.0,4931845.0,4341974.0,589871.0,
102-18-000018,Construction of culvers at Raman polytechnic and surrounding area in Ward No 102,kridl,399.0,1832780.0,1619811.0,212969.0,
184-15-000022,Construction of damaged Compound wall and balance works in AEE office in ward no 184 Uttarahalli,N Nagaraju9448064004,BR - 000011 / 30-Apr-2015CBR - 000420 / 19-Apr-2017Rtgs - 000025 / 21-Apr-2017,470833.0,408803.0,62030.0,
191-13-000075,Construction of dry waste Collection and storage center at Singasandra in ward no 191,KRIDL9141648915,BR - 000078 / 31-May-2017CBR - 002266 / 06-Jun-2018Rtgs - 000079 / 11-Jun-2018,2185600.0,1822275.0,363325.0,
050-17-000072,Construction of entrance Arch with granite cladding at Krishnaiahnapalya in ward no 50,Naveen Yadav,35,961063.0,914593.0,46470.0,
068-19-000075,Construction of first floor for dialysis centre in ward no 68,"suresh. Thirumalapurada gate,",243.0,5245395.0,4713556.0,531839.0,
175-19-000003,Construction of gallery No. 2 at proposed playground at landfill site in Devarachikkanahalli of ward no 175,SRINIVASA REDDY H,53.0,7260723.0,6528101.0,732622.0,
175-19-000002,"Construction of gallery no 1,3,4 at proposed playground at Landfill site in Devarachikkanahalli of ward no 175",SRINIVASA REDDY H,51.0,5621105.0,5020158.0,600947.0,
045-18-000030,Construction of group houses (Multy storeyd building) 4th floor in Karimandi slum in ward no-45,ANAND KUMAR  R,77.0,4087955.0,3613000.0,474955.0,
045-18-000022,Construction of group houses (Multy storeyd building) in Bhyrahanumayian slum ward no-45 (ground 1st floor ) Block-2,SAITRISHA INFRAENGIN,32.0,6871207.0,6465000.0,406207.0,
045-18-000022,Construction of group houses (Multy storeyd building) in Bhyrahanumayian slum ward no-45 (ground 1st floor ) Block-2,SAITRISHA INFRAENGIN,,5735705.0,5735705.0,0.0,
045-13-000031,Construction of group houses (multi stored building ) in Bhyrahanumayian slum in Ward No-45 (2 3 and 4th floor),SAITRISHA INFRAENGIN,130.0,8418956.0,6720586.0,1698370.0,
045-13-000031,Construction of group houses (multi stored building ) in Bhyrahanumayian slum in Ward No-45 (2 3 and 4th floor),SAITRISHA INFRAENGIN,271.0,9099190.0,8526038.0,573152.0,
045-13-000031,Construction of group houses (multi stored building ) in Bhyrahanumayian slum in Ward No-45 (2 3 and 4th floor),SAITRISHA INFRAENGIN,145.0,4743428.0,4345072.0,398356.0,
045-13-000031,Construction of group houses (multi stored building ) in Bhyrahanumayian slum in Ward No-45 (2 3 and 4th floor),SAITRISHA INFRAENGIN,29.0,3095618.0,2863227.0,232391.0,
097-18-000015,Construction of health center at 2nd cross in ward no-97,KRIDL,60.0,2456239.0,2192899.0,263340.0,
120-16-000029,Construction of individual houses for SC category in ward no-120,KRIDL WEST,23.0,845032.0,731206.0,113826.0,
077-16-000039,Construction of individual houses for SC category in ward no-77,Technical Manager  (West) Karnataka Rural Infrastructure Development Limited,47.0,511789.0,441077.0,70712.0,
096-16-000031,Construction of individual houses for SC category in ward no-96,Technical Manager  (West) Karnataka Rural Infrastructure Development Limited,92,982888.0,886609.0,96279.0,
120-16-000030,Construction of individual houses for ST category in ward no-120,Technical Manager (WEST) KRIDL,24.0,234589.0,203275.0,31314.0,
077-16-000040,Construction of individual houses for ST category in ward no-77,Technical Manager  (West) Karnataka Rural Infrastructure Development Limited,48.0,171826.0,148674.0,23152.0,
095-16-000031,Construction of individual houses for ST category in ward no-95,Technical Manager  (West) Karnataka Rural Infrastructure Development Limited,163,203336.0,181483.0,21853.0,
096-16-000032,Construction of individual houses for ST category in ward no-96,Technical Manager  (West) Karnataka Rural Infrastructure Development Limited,93,132849.0,118837.0,14012.0,
064-18-000040,Construction of multi purpose building Ground floor in BBMP property located in swimming pool extension 10th cross in ward no 64. ,NISCHAL K L         ,120.0,505120.0,457630.0,47490.0,
064-18-000039,Construction of multi purpose building basement in BBMP property located in swimming pool extension 10th cross in ward no 64. ,VENKATESH S,119.0,523600.0,500545.0,23055.0,
143-18-000008,Construction of multipurpose building at S.K. Lane in ward no. 143,T  GOPINATH REDDY,88.0,1452700.0,1336946.0,115754.0,
143-17-000015,Construction of multy purpose building at Kempanna street (balance work) in ward No: 143,Mayur.V,100.0,933600.0,894440.0,39160.0,
047-19-000009,Construction of new Retaining Wall to roshan nagar surrounding Area in ward no-47 DJ halli,B.M. Mohan Kumar,160.0,9875907.0,9454567.0,421340.0,
133-18-000028,Construction of new compound wall to open ground in venkateshwara nagara slum in ward no 133,"M/s KRIDL, ",192,1999623.0,1751957.0,247666.0,
013-17-000056,Construction of open Air Theater at Mallasandra in Ward No.13 Shettyhalli Sub-Division,"The Technical Manager, KRIDL, ",25.0,4961495.0,4410871.0,550624.0,
124-20-000020,Construction of pranathana Mandira hosahalli AK Colony in ward no 124, S P CONSTRUCTIONS,90.0,6518050.0,5664184.0,853866.0,
124-20-000020,Construction of pranathana Mandira hosahalli AK Colony in ward no 124, S P CONSTRUCTIONS,25.0,393725.0,351991.0,41734.0,
043-18-000002,Construction of prathanamandira (Achala Ashrama) in ward No.43 Nandini Layout,kridl,196.0,2499598.0,2186807.0,312791.0,
014-18-000220,Construction of public sitting of Bagalagunte in Bagalagunte in ward no 14,K Madhava Reddy,4.0,1985974.0,1926680.0,59294.0,
126-18-000022,Construction of retaining wall and fencing in GKW layout in ward no-126,"Executive Engineer, KRIDL",80.0,1455800.0,1307016.0,148784.0,
126-18-000022,Construction of retaining wall and fencing in GKW layout in ward no-126,"Executive Engineer, KRIDL",54.0,523031.0,466877.0,56154.0,
126-18-000022,Construction of retaining wall and fencing in GKW layout in ward no-126,"Executive Engineer, KRIDL",,528442.0,0.0,0.0,
126-18-000022,Construction of retaining wall and fencing in GKW layout in ward no-126,"Executive Engineer, KRIDL",,528442.0,0.0,0.0,
133-19-000012,Construction of retaining wall. compound wall improvements to ground and other allied works to the ward office building in ward no 133,"M/s KRIDL,",105,7436900.0,6499528.0,937372.0,
067-18-000102,Construction of security room and other development works at Dr.Rajkumar kalabhavana in ward nO.67,kridl,27.0,999142.0,890744.0,108398.0,
067-18-000109,Construction of shelter to water treatment plant in the premises of Rajkumar staduium in ward No.67 ,kridl,128.0,996641.0,882917.0,113724.0,
175-18-000037,Construction of shuttle court in ward no 175 Bommanahalli Part-1 ,KRIDL,36.0,4972337.0,4486849.0,485488.0,
154-20-000023,Construction of tailoring centre and other improvements works in ward no 154 Basavangudi,GOPALAKRISHNA P,25.0,5160000.0,4940756.0,219244.0,
097-18-000016,Construction of tailoring class at Dayanandanagar 2nd cross in ward no-97,KRIDL,64.0,2434148.0,2140563.0,293585.0,
005-18-000001,Construction of temporary Immersion Tank for Lord Ganesh Idols in ward no 05 Thanisandra Byatarayanapura Sub Division,"Executive Engineer,Karnataka Rural Infrastructure Development Ltd",121.0,999699.0,918723.0,80976.0,
006-18-000003,Construction of temporary Immersion Tank for Lord Ganesh in ward no 06 Thanisandra Byatarayanapura Sub Division,"Executive Engineer,Karnataka Rural Infrastructure Development Ltd",101.0,898356.0,823792.0,74564.0,
043-18-000088,Construction of wall along Rajakaluve and providing fencing in front of ward office in ward no 43 Nandini Layout,kridl,202.0,4995079.0,4381144.0,613935.0,
107-18-000069,Construction of ward office and Multipurpose building in Shivanagara ward No 107,SNNAP DESIGNTECH LLP,10,19256137.0,18219625.0,1036512.0,
055-18-000038,Construction of ward office at B-Narayanapura in Ward No. 55 Devasandra,GIRIRAJ T,277,2045146.0,1823018.0,222128.0,
194-19-000013,Construction of ward office in ward no 194 Gottigere,M/s KRIDL9980335777,BR - 000181 / 25-Sep-2019CBR - / Rtgs - 000241 / 12-Oct-2021,9948960.0,8610885.0,1338075.0,
196-17-000062,Construction of ward office in ward no 196,Sri K Uday kumar9845183166,BR - 000074 / 29-May-2019CBR - / Rtgs - 000135 / 04-Aug-2021,2613700.0,2285665.0,328035.0,
088-18-000037,Construction of ward office in ward no 88,GIRIRAJ T,99.0,7342233.0,6628853.0,713380.0,
100-18-000014,Construction of watchman shed senio citizen shelter and other woks to Nethaji Subhash Chandra Bose pak in ward no-100,"Executive Engineer, KRIDL (West)",178.0,1984507.0,1778273.0,206234.0,
128-18-000054,Construction of water plant in Ward No. 128,Mr  MAHESH  C D,24.0,1145046.0,1026585.0,118461.0,
097-19-000015,Construction of water plant shed and providing R.O. water plant at DR.B.R. Ambedkar medical day Care Centre in ward no.97,KRIDL BHUSIRI  ACCOU,185.0,2368893.0,2068383.0,300510.0,
002-19-000049,"Construction supervision , project management and quality control (PMC) for the works in ward no:02 package-01",NEWZEN CONSULTANTS B,48.0,270000.0,243000.0,27000.0,
198-20-000035,Construction supervision Project management and Quality Control (PMC) for the 3 works under P-1878 grants in Ward No-198 Kengeri Division Rajarajeswari Nagara Zone Package-2,M/S NEWZEN CONSULTANTS BANGALORE8792620231,BR - 000048 / 27-May-2020CBR - 003103 / 01-Dec-2020Rtgs - 000222 / 05-Dec-2020,295000.0,265500.0,29500.0,
072-20-000028,"Construction supervision, project management and Quality Control (PMC) for the 4 works under P-1878 grants in Ward NO-40 & 72 Kengeri Division Rajarajeswari Nagara Zone Package-1",Newzen Consultants Bangalore,55.0,397000.0,357300.0,39700.0,
138-18-000018,Construction to BBMP ward office at Siddarthanagara in ward no 138,L Mahesh,274.0,1179957.0,1051285.0,128672.0,
138-18-000018,Construction to BBMP ward office at Siddarthanagara in ward no 138,L Mahesh,149.0,3904527.0,3458819.0,445708.0,
169-18-000045,Constuction of Traning center building in Nakkal Bande Slum in ward no 169,Technical managar (west),60.0,3948822.0,3519571.0,429251.0,
037-19-000001,Consultancy For Preparation of DPR including Estimates and Survey Preparation of Drawings for the 3 Works in Ward No.37 in R R Nagara Constituency,ACS DESIGN CONSULTIN,26.0,981000.0,882900.0,98100.0,
001-21-000015,"Consultancy Service For Construction Supervision, Project Management and Quality Control (PMC) for the work of Improvements to Kalyani at Yelahanka lake in Kempegowda ward no 01",SHRIYA CONSTRUCTION ,25.0,96000.0,86400.0,9600.0,
065-20-000033,Consultancy Service for Preparation Detailed Project Report for Construction of restoration work and other development works in Malleshwaram Sub Division ward no 65 and 45,CIVIL HEM           ,51.0,84035.0,75630.0,8405.0,
005-20-000094,Consultancy Service for Preparation of Detailed Project Report (D.P.R) for the work in Ward No.05,SILICON CONSULTING E,7.0,495000.0,445500.0,49500.0,
005-20-000098,Consultancy Service for Preparation of Detailed Project Report (D.P.R) for the work in Ward No.05,SILICON CONSULTING E,4.0,495000.0,445500.0,49500.0,
136-21-000016,Consultancy Service for Preparation of Detailed Project Report (DPR) for the Works of Package No. 01 (No. of Works 2),SHRIYA CONSTRUCTION ,41,195000.0,175500.0,19500.0,
040-21-000004,"Consultancy Service for Preparation of Detailed Project Report (DPR) including Estimation for the Work of Comprehensive Developments Works in Comprehensive Developments works in Karihobanahalli Annapoorneshwari Layout, Chakranagara Layout Valmiki Nagara and and Surrounding areas in Ward No 40 (2 Works)",CIVIL QUALITY CONSUL,27.0,386000.0,347400.0,38600.0,
040-21-000007,Consultancy Service for Preparation of Detailed Project Report (DPR) including Estimation for the Work of Comprehensive Developments Works in D Group Layout Vidyamanya Nagara West and East Stage-1 and Stage-2 and Surrounding areas in ward No.40 (2 Works),CIVIL QUALITY CONSUL,26.0,385000.0,346500.0,38500.0,
016-19-000002,"Consultancy Service for Preparation of Detailed Project Report for the 6 Works in ward no 16,17 and 129 of RR Nagara Constituency ",ACS DESIGN CONSULTIN,25.0,1800000.0,1620000.0,180000.0,
016-19-000002,"Consultancy Service for Preparation of Detailed Project Report for the 6 Works in ward no 16,17 and 129 of RR Nagara Constituency ",ACS DESIGN CONSULTIN,18.0,494000.0,444597.0,49403.0,
159-19-000007,Consultancy Services for Construction Supervision Project Management and Quality Control for the Work P3075 District incharge Minister Grants Package-1 (5 Works),CIVIL QUALITY CONSUL,132.0,496400.0,446760.0,49640.0,
130-19-000016,Consultancy Services for Construction Supervision Project Management and Quality Control for the Work P3075 District incharge Minister Grants Package-2 (5 Works),CIVIL QUALITY CONSUL,130.0,495000.0,445500.0,49500.0,
198-19-000001,Consultancy Services for Construction Supervision Project Management and Quality Control for the work in Ward No-198 (2 Works),Civil Quality Consultants and Engineers8553518550,BR - 000238 / 07-Dec-2020CBR - / Rtgs - 000147 / 07-Aug-2021,194000.0,174600.0,19400.0,
159-19-000015,Consultancy Services for Construction Supervision Project Management and Quality Control for the work in Ward No-40 & 159 (4 Works),CIVIL QUALITY CONSUL,249.0,393000.0,353700.0,39300.0,
159-19-000019,"Consultancy Services for Construction Supervision, Project Management and Quality Control for the Works in Ward No-159 (2 Works)",CIVIL QUALITY CONSUL,131.0,94000.0,84600.0,9400.0,
013-17-000067,"Consultancy Services for Construction Supervision, Project Management and Quality Control for the work of Package - 01 in ward No.13, Project Dvision, Dasarahalli Zone",NEWZEN CONSULTANTS B,2.0,594000.0,524534.0,69466.0,
012-19-000050,Consultancy Services for Construction management Project management and Quality control for the 2 works in Dasarahalli Divsion Package-05, CIVIL TECH LABS,155.0,264000.0,237600.0,26400.0,
159-18-000020,Consultancy Services for Construction supervision Project Management and Quality Control for the work of Under District Incharge Minister Grants P-3075 year 2017-18 in Kengeri Division (Package-02),Civil Quality Consultants and Engineers,230.0,296000.0,266400.0,29600.0,
159-18-000021,Consultancy Services for Construction supervision Project Management and Quality Control for the work of Under District Incharge Minister Grants P-3075 year 2017-18 in Kengeri Division (Package-1),Civil Quality Consultants and Engineers,227.0,295000.0,265500.0,29500.0,
014-18-000012,"Consultancy Services for Construction, Supervision, Project Management and Quality Control for the 06 works in Project Division Dasarahalli Zone. ", M/s Newzen Consultants Bengalore    ,1.0,337500.0,298030.0,39470.0,
198-19-000047,Consultancy Services for Preparation of Detailed Project Report (DPR) for the 04 works under P-3075 grant in Ward No-198 Kengeri Division RR Nagar Zone Package-1,SILICON CONSULTING ENGINEERS9448353883,BR - 000110 / 03-Aug-2019CBR - / Rtgs - 000233 / 08-Oct-2021,495000.0,445500.0,49500.0,
198-19-000059,Consultancy Services for Preparation of Detailed Project Report (DPR) for the 04 works under P-3075 grant in Ward No-198 Kengeri Division RR Nagar Zone Package-4,SILICON CONSULTING ENGINEERS9448353883,BR - 000099 / 15-Jul-2019CBR - / Rtgs - 000225 / 05-Oct-2021,498000.0,448200.0,49800.0,
072-20-000028,Consultancy Services for Preparation of Detailed Project Report (DPR) for the 04 works under P1878 Grant in Ward No-40 & 72 Kengeri Division RR Nagar zone Package-1,SILICON CONSULTING ENGINEERS ,54.0,395000.0,355500.0,39500.0,
198-20-000035,Consultancy Services for Preparation of Detailed Project Report (DPR) for the 3 works under P1878 Grant in Ward No-198 Kengeri Division RR Nagar zone Package-2,SILICON CONSULTING ENGINEERS 9448353883,BR - 000047 / 27-May-2020CBR - 003104 / 01-Dec-2020Rtgs - 000222 / 05-Dec-2020,295000.0,265500.0,29500.0,
072-20-000025,Consultancy Services for Preparation of Detailed Project Report (DPR) for the 4 works in Kengeri Division Under P-3075 Grants of Rajarajeshwari Nagar Zone Package-01,M/S NEWZEN CONSULTANTS BANGALORE,123.0,3970000.0,3573000.0,397000.0,
159-18-000042,Consultancy Services for Preparation of Detailed Project Report (DPR) for the works under Package-17 ,M/S Accord Consultants,177.0,498550.0,448695.0,49855.0,
001-21-000018,"Consultancy Services for Preparation of Detailed Project Report DPR for the 5 works under p3859 grants in Yelahanka division, Yelahanka Zone package-01",SILICON CONSULTING E,28.0,496000.0,446400.0,49600.0,
001-21-000018,"Consultancy Services for Preparation of Detailed Project Report DPR for the 5 works under p3859 grants in Yelahanka division, Yelahanka Zone package-01",SILICON CONSULTING E,,496000.0,0.0,0.0,
001-21-000018,"Consultancy Services for Preparation of Detailed Project Report DPR for the 5 works under p3859 grants in Yelahanka division, Yelahanka Zone package-01",SILICON CONSULTING E,,496000.0,0.0,0.0,
001-21-000018,"Consultancy Services for Preparation of Detailed Project Report DPR for the 5 works under p3859 grants in Yelahanka division, Yelahanka Zone package-01",SILICON CONSULTING E,,496000.0,0.0,0.0,
130-19-000016,Consultancy Services for Preparation of Detailed Project Report and Detailed Estimates for the Works of Special Development works under P-3075 District Incharge Minister Grants Package-2 (5 Works),Civil Quality Consultants and Engineers,447.0,490000.0,441000.0,49000.0,
042-18-000003,Consultancy Services for Preparation of Detailed Project Report for the Works of SC/ST Welfare grant total 6 works in Ward no.42.,ACS Design Consulting Pvt Ltd,,840160.0,0.0,0.0,
042-18-000003,Consultancy Services for Preparation of Detailed Project Report for the Works of SC/ST Welfare grant total 6 works in Ward no.42.,ACS Design Consulting Pvt Ltd,,840160.0,0.0,0.0,
042-18-000003,Consultancy Services for Preparation of Detailed Project Report for the Works of SC/ST Welfare grant total 6 works in Ward no.42.,ACS Design Consulting Pvt Ltd,,840160.0,0.0,0.0,
042-18-000003,Consultancy Services for Preparation of Detailed Project Report for the Works of SC/ST Welfare grant total 6 works in Ward no.42.,ACS Design Consulting Pvt Ltd,,840160.0,0.0,0.0,
042-18-000003,Consultancy Services for Preparation of Detailed Project Report for the Works of SC/ST Welfare grant total 6 works in Ward no.42.,ACS Design Consulting Pvt Ltd,21.0,840160.0,756140.0,84020.0,
159-19-000032,Consultancy Services for Preparation of Detailed Project Report for the work of Construction of Ground and Upper Floor to BBMP Complex at Kengeri Ward No-159 Kengeri,CIVIL QUALITY CONSUL,32.0,190000.0,171000.0,19000.0,
130-19-000065,Consultancy Services for Preparation of Detailed Project Report for the works in Ward No-130 Package-1 (2 Works),CIVIL QUALITY CONSUL,341.0,392000.0,352800.0,39200.0,
130-19-000065,Consultancy Services for Preparation of Detailed Project Report for the works in Ward No-130 Package-2 (2 Works),CIVIL QUALITY CONSUL,342.0,390000.0,351000.0,39000.0,
130-21-000005,Consultancy Services for Preparation of Detailed Project Report including Estimation for the Works of Comprehensive Development works in Ullalu Ward and Surrounding areas in Ward No-130,CIVIL QUALITY CONSUL,162.0,485000.0,436500.0,48500.0,
130-21-000006,Consultancy Services for Preparation of Detailed Project Report including Estimation for the Works of Comprehensive Developments works in Maruthi Nagara and Surrounding areas in Ward No-130,CIVIL QUALITY CONSUL,208.0,188000.0,169200.0,18800.0,
159-19-000007,Consultancy Services for Preparation of Detailed Project and Detailed Estimates for the works of Special Development works under P-3075 District Incharge Minister Grants Package-1 (5 works),Civil Quality Consultants and Engineers,446.0,495000.0,445500.0,49500.0,
198-16-000044,"Consultancy Services for Preparation of Detailed Project for the 05 Works of Ward no.198 Kengeri, (73-77) P-16",M/s. Newzen Consultant8792620231,BR - 000301 / 28-Oct-2016CBR - 000567 / 22-Apr-2017Rtgs - 000029 / 24-Apr-2017,187000.0,168300.0,18700.0,
071-19-000039,Consultancy Services for Preparation of Detailed Project report (D.P.R) Ward no.71,SILICON CONSULTING E,153.0,390000.0,351000.0,39000.0,
198-16-000024,Consultancy Services for Preparation of Detailed Project report for the 06 works of ward no.198 kengeri (55-60) P-13,M/s.Newzen Consultanat Bangalore8792620231,BR - 000299 / 28-Oct-2016CBR - 000575 / 22-Apr-2017Rtgs - 000029 / 24-Apr-2017,224000.0,201600.0,22400.0,
198-16-000036,Consultancy Services for Preparation of Detailed Project report for the 06 works of ward no.198 kengeri (67-72) P-15,M/s.Newzen Consultant Bangalore8792620231,BR - 000306 / 28-Oct-2016CBR - 000576 / 22-Apr-2017Rtgs - 000029 / 24-Apr-2017,224000.0,201600.0,22400.0,
198-16-000047,Consultancy Services for Preparation of Detailed Project report for the 07 works of ward no.198 kengeri (78-84) P-17,M/s.Newzen Consultant Bangalore8792620231,BR - 000302 / 28-Oct-2016CBR - 000574 / 22-Apr-2017Rtgs - 000029 / 24-Apr-2017,262000.0,235800.0,26200.0,
012-19-000050,Consultancy Services for Preparation of Detailed Project report for the work in ward no.12 Dasarahalli Division Package -03,M/S Silicon Consulting Engineers,38.0,310000.0,273746.0,36254.0,
012-19-000058,Consultancy Services for Preparation of Detailed project report for the work in ward no .12 Dasarahalli Divison Package -05,M/S Silicon Consulting Engineers,45.0,470000.0,415034.0,54966.0,
012-19-000049,Consultancy Services for Preparation of Detalied Project report for work in ward no.12 Dasarahalli Division Package -02,M/S Silicon Consulting Engineers,37.0,305000.0,269330.0,35670.0,
012-19-000051,Consultancy Services for Preparation of Detalied project report for the work in warrd no.12 Dasarahalli Division Package -01,M/S Silicon Consulting Engineers,41.0,310000.0,273746.0,36254.0,
005-20-000029,Consultancy Services for Project Management Consultancy for the Work of Construction of Ward office at Kattigenahalli in ward nod 05 Byatarayanapura Sub Division,Sri.Karthik  Rechan R(M/s Rudraprasad Consultants),,11360259.0,0.0,0.0,
003-20-000037,Consultancy Services for Project Management Consultancy for the work of Comprehensive Development works in Ward No.03 Attur,AARTNASSOCIATES,113.0,313088.0,281779.0,31309.0,
003-20-000037,Consultancy Services for Project Management Consultancy for the work of Comprehensive Development works in Ward No.03 Attur,AARTNASSOCIATES,44.0,503994.0,453594.0,50400.0,
003-20-000037,Consultancy Services for Project Management Consultancy for the work of Comprehensive Development works in Ward No.03 Attur,AARTNASSOCIATES,78.0,180918.0,162826.0,18092.0,
003-18-000015,Consultancy Services for Project Management Consultancy for the work of Construction of Marriage Community Hall in Chikkabettahalli Village in Ward No.03 of Yelahanka Assembly constituency,Sri.Karthik  Rechan R,70.0,380000.0,342000.0,38000.0,
004-18-000010,Consultancy Services for Project Management Consultancy for the work of Construction of compound wall and other development Works to Dr||B.R.Ambedkar Bhavan in Ward No.04 at Yelahanka,Sri.Karthik Rechan R(Rudrapasad Consultants),177.0,180000.0,162000.0,18000.0,
005-19-000001,"Consultancy Services for Project Management Consultancy for the work of Providing and fixing Chain link Fencing to abandoned Kogilu Quarry in ward no. 05, Yelahanka Division",TEJUS CONSULTANTS,160.0,32400.0,29160.0,3240.0,
130-20-000121,Consultancy Services for Project Management Consultancy including Supervision and Quality Control for the works in Ward No-130 (2 Works),Structial Consultants,255.0,179000.0,161100.0,17900.0,
072-20-000026,Consultancy Services for Project Management and Quality Control (PMC) for the 4 Works in Kengeri Division Under P3075 Grants Rajarajeshwari Nagara zone Package-01,NEWZEN CONSULTANTS B,117.0,3970000.0,3573000.0,397000.0,
040-21-000010,Consultancy Services for Project Management including Supervision and Quality Conrol for Comprehensive Development and other basic infrastructure in Doddabidarakallu and Thigalarapalya Andrahalli and Surrounding areas in Ward No-40 (Package-1),CIVIL QUALITY CONSUL,235.0,142000.0,127800.0,14200.0,
130-21-000006,Consultancy Services for Project Management including Supervision and Quality Control for Comprehensive Development works in Maruthi Nagara and Surrounding areas in Ward No-130,BANGALORE CIVIL INFR,209.0,190000.0,171000.0,19000.0,
130-21-000005,Consultancy Services for Project Management including Supervision and Quality Control for Comprehensive Developments works in Ullalu ward and Surrounding areas in Ward No-130,BANGALORE CIVIL INFR,206.0,489000.0,440100.0,48900.0,
072-19-000053,Consultancy Services for Project Management including supervision and Quality Control for the Works in Ward No-40 and Ward No-72,CIVIL QUALITY CONSUL,44.0,388000.0,349200.0,38800.0,
045-19-000061,Consultancy Services for preparation detailed project Report for Construction of group houses (multi storied building ) at byra hanumaiah slum yeshwanthpur in ward no-45,CIVIL HEM           ,13.0,396000.0,356400.0,39600.0,
098-20-000035,Consultancy Services for preparation of Detailed project Report for the works in ward no 98 and 101 (2 Works),CIVIL SHINE ENGINEER,83.0,312000.0,280800.0,31200.0,
003-20-000038,"Consultancy Services for preparation of Survey, Designs, Drawing, Estimate preparation etc(Detailed Project Report) for the work of Providing Walking track and other Developmental works to Attur lake in ward No. 03 Attur",Sri. Kiran R (M/s Silicon Consulting Engineers),17.0,196000.0,176400.0,19600.0,
003-20-000037,"Consultancy Services for preparation of Survey, Designs, Drawing, Estimate preparation etc.,(Detailed Project Report) For the work of Comprehensive Development works in Ward No.03 Attur",AARTNASSOCIATES,170.0,952200.0,856980.0,95220.0,
005-20-000029,"Consultancy Services for preparation of Survey, Designs, Drawing, Estimate preparation etc.,(Detailed Project Report) For the work of Construction of Ward Office in Ward No.05, Byatarayanapura",VIMOS TECHNOCRATS PV,184.0,180000.0,162000.0,18000.0,
011-20-000048,"Consultancy Services for preparation of Survey, Designs, Drawing, Estimate preparation etc.,(Detailed Project Report) For the work of Development of Burrial grounds in Ward No.11 Kuvempunagara",TRANSHEIGHTCONSULTAN,145.0,129005.0,116105.0,12900.0,
001-20-000118,"Consultancy Services for preparation of Survey, Designs, Drawing, Estimate preparation etc.,(Detailed Project Report) For the work of Improvements and Development to Shivanahalli village surrounding area in Ward No.01 Yelahanka Constituency",SILICON CONSULTING E,42.0,495000.0,445500.0,49500.0,
065-20-000032,Consultancy Services for preparation of detailed Project Report for Construction of Multi utility Complex in 16th cross (near Indian Gas) Malleshwaram in ward no 65 (Phase-01),CIVIL HEM           ,132.0,91000.0,80080.0,10920.0,
198-16-000031,"Consultancy Services for preparation of detailed Project Report for the 06 Works of ward no.198, Kengeri Division (61 to 66) Package-14",M/s.Newzen Consultant Bangalore8792620231,BR - 000300 / 28-Oct-2016CBR - 000321 / 17-Apr-2017Rtgs - 000017 / 18-Apr-2017,224000.0,201600.0,22400.0,
003-21-000019,Consultancy Services for preparation of detailed project report DPR for the 2 works under p3866 grant in Yelahanka division Yelahanka zone package-2,SILICON CONSULTING E,30.0,494000.0,444600.0,49400.0,
128-21-000012,Consultancy Services for “Preparation of Detailed Project Report (DPR) for the works of Additional works to Kanaka bhavana at ward No 128, CIVIL SOLUTIONS CON,201.0,299000.0,269100.0,29900.0,
014-19-000026,Consultancy Services of Preparation of Detailed Project report for 4 works of ward no.14 Dasarahalli Diviison,M/S Civil Quality  Consultants and Engineers ,339.0,949000.0,835120.0,113880.0,
040-20-000063,Consultancy Servicess for Construction Supervision Project Management and Quality Control (PMC) for the works in Ward No-40 (2 Works) Kengeri Division Rajarajeshwari Nagar zone,M/S Civil Aim Consultants and Engineers ,145.0,189000.0,170100.0,18900.0,
045-13-000031,"Consultancy service for construction supervision project management & Quality Control for the work Construction of group houses (multi stored building ) in Bhyrahanumayian slum in Ward No-45 (2,3 and 4th floor)",CIVIL HEM           ,129.0,290000.0,261000.0,29000.0,
040-21-000007,Consultancy service for project management including supervision and Quality control for Comprehensive Developments works in D Group Layout Vidyamanyanagara East and Surrounding areas in Ward No 40 (Stage-2),BANGALORE CIVIL INFR,15.0,389500.0,350550.0,38950.0,
040-21-000004,Consultancy service for project management including supervision and Quality control for Comprehensive Developments works in Karihobanahalli and Surrounding areas in Ward No 40,BANGALORE CIVIL INFR,13.0,390500.0,351450.0,39050.0,
076-17-000010,"Consultancy service for the preparation of DPR, field survey, general report, basic drawing, technical report estimate including structural drawings for the work of Development of Srirampura market and BBMP buildings in ward No.76-Gayatthrinagara",INFRA TECHNOCRATS CO,166.0,227740.0,216128.0,11612.0,
